"feed temperature (C)","feed flow (t/HR)","steam flow (kg/hr)",top pressure  (mm-water-G),bottom pressure (mm-water-G),top temperature (C),bottom temperature (C),"bottom EDC (ppm)",Status
65,15,3400,1300,1800,104.023648,104.584624,0.187193808,OK
65,15,3400,1300,1900,104.181677,104.821488,0.190469464,OK
65,15,3400,1400,1500,103.629153,103.864227,0.1816651,OK
65,15,3400,1400,1600,103.789137,104.106018,0.184809373,OK
65,15,3400,1400,1700,103.948398,104.346142,0.188018608,OK
65,15,3400,1400,1800,104.106946,104.584623,0.191294306,OK
65,15,3400,1400,1900,104.264792,104.821488,0.19463799,OK
65,15,3400,1400,2000,104.421947,105.056759,0.198051221,OK
65,15,3600,400,500,101.113699,101.348522,0.098093362,OK
65,15,3600,400,600,101.28325,101.608534,0.099641408,OK
65,15,3600,400,700,101.451922,101.86659,0.101222169,OK
65,15,3600,400,800,101.619726,102.122719,0.102835436,OK
65,15,3600,400,900,101.786675,102.376953,0.104481855,OK
65,15,3600,400,1000,101.952784,102.629322,0.106162087,OK
65,15,3600,500,600,101.374158,101.608535,0.101963553,OK
65,15,3600,500,700,101.542621,101.86659,0.103584361,OK
65,15,3600,500,800,101.710219,102.122719,0.105238308,OK
65,15,3600,500,900,101.876962,102.376953,0.10692607,OK
65,15,3600,500,1000,102.042867,102.629321,0.108648323,OK
65,15,3600,500,1100,102.207945,102.879856,0.110405759,OK
65,15,3600,600,700,101.632695,101.866592,0.105995801,OK
65,15,3600,600,800,101.800086,102.122719,0.107690881,OK
65,15,3600,600,900,101.966627,102.376952,0.109420429,OK
65,15,3600,600,1000,102.132328,102.629321,0.111185152,OK
65,15,3600,600,1100,102.297205,102.879856,0.112985757,OK
65,15,3600,600,1200,102.46127,103.128586,0.114822968,OK
65,15,3600,700,800,101.889342,102.12272,0.110192856,OK
65,15,3600,700,900,102.05568,102.376952,0.111964644,OK
65,15,3600,700,1000,102.221181,102.629321,0.11377228,OK
65,15,3600,700,1100,102.385858,102.879856,0.115616504,OK
65,15,3600,700,1200,102.549724,103.128586,0.117498055,OK
65,15,3600,700,1300,102.712792,103.375539,0.119417692,OK
65,15,3600,800,900,102.144134,102.376953,0.114558404,OK
65,15,3600,800,1000,102.309436,102.629321,0.116409409,OK
65,15,3600,800,1100,102.473915,102.879856,0.118297698,OK
65,15,3600,800,1200,102.637585,103.128585,0.120224045,OK
65,15,3600,800,1300,102.800457,103.375539,0.122189223,OK
65,15,3600,800,1400,102.962544,103.620745,0.124194024,OK
65,15,3600,900,1000,102.397106,102.629322,0.119096226,OK
65,15,3600,900,1100,102.561389,102.879855,0.121029043,OK
65,15,3600,900,1200,102.724863,103.128585,0.123000637,OK
65,15,3600,900,1300,102.887541,103.375539,0.125011818,OK
65,15,3600,900,1400,103.049436,103.620745,0.127063395,OK
65,15,3600,900,1500,103.210558,103.86423,0.129156198,OK
65,15,3600,1000,1100,102.64829,102.879856,0.123810226,OK
65,15,3600,1000,1200,102.811571,103.128585,0.125827538,OK
65,15,3600,1000,1300,102.974057,103.375539,0.127885183,OK
65,15,3600,1000,1400,103.13576,103.620745,0.129984008,OK
65,15,3600,1000,1500,103.296693,103.86423,0.132124859,OK
65,15,3600,1000,1600,103.456866,104.106022,0.134308605,OK
65,15,3600,1100,1200,102.897718,103.128586,0.128704447,OK
65,15,3600,1100,1300,103.060013,103.375539,0.130809037,OK
65,15,3600,1100,1400,103.221527,103.620745,0.132955582,OK
65,15,3600,1100,1500,103.382272,103.86423,0.135144965,OK
65,15,3600,1100,1600,103.542258,104.106022,0.137378073,OK
65,15,3600,1100,1700,103.701498,104.346146,0.139655815,OK
65,15,3600,1200,1300,103.145422,103.37554,0.133783092,OK
65,15,3600,1200,1400,103.306748,103.620744,0.135977851,OK
65,15,3600,1200,1500,103.467305,103.86423,0.138216254,OK
65,15,3600,1200,1600,103.627106,104.106021,0.140499223,OK
65,15,3600,1200,1700,103.786161,104.346145,0.142827688,OK
65,15,3600,1200,1800,103.944482,104.584627,0.1452026,OK
65,15,3600,1300,1400,103.391432,103.620745,0.139050548,OK
65,15,3600,1300,1500,103.551804,103.864229,0.141338479,OK
65,15,3600,1300,1600,103.711421,104.106021,0.143671813,OK
65,15,3600,1300,1700,103.870293,104.346145,0.146051518,OK
65,15,3600,1300,1800,104.028432,104.584627,0.148478564,OK
65,15,3600,1300,1900,104.185849,104.821491,0.150953947,OK
65,15,3600,1400,1500,103.635778,103.86423,0.144511396,OK
65,15,3600,1400,1600,103.795212,104.106021,0.146895622,OK
65,15,3600,1400,1700,103.953903,104.346145,0.149327089,OK
65,15,3600,1400,1800,104.111861,104.584627,0.151806805,OK
65,15,3600,1400,1900,104.269099,104.821491,0.154335788,OK
65,15,3600,1400,2000,104.425626,105.056763,0.15691508,OK
65,15,3800,400,500,101.123147,101.348523,0.079626117,OK
65,15,3800,400,600,101.292421,101.608536,0.080793679,OK
65,15,3800,400,700,101.460799,101.866592,0.081985928,OK
65,15,3800,400,800,101.628292,102.122721,0.08320268,OK
65,15,3800,400,900,101.794915,102.376954,0.084444397,OK
65,15,3800,400,1000,101.96068,102.629323,0.085711551,OK
65,15,3800,500,600,101.383473,101.608537,0.082618332,OK
65,15,3800,500,700,101.551646,101.866592,0.083842947,OK
65,15,3800,500,800,101.718935,102.122721,0.085092574,OK
65,15,3800,500,900,101.885355,102.376954,0.086367701,OK
65,15,3800,500,1000,102.050919,102.629323,0.087668808,OK
65,15,3800,500,1100,102.21564,102.879858,0.088996389,OK
65,15,3800,600,700,101.64186,101.866593,0.08574511,OK
65,15,3800,600,800,101.808946,102.122721,0.087028087,OK
65,15,3800,600,900,101.975165,102.376954,0.088337084,OK
65,15,3800,600,1000,102.140529,102.629323,0.089672607,OK
65,15,3800,600,1100,102.305051,102.879858,0.091035159,OK
65,15,3800,600,1200,102.468746,103.128588,0.092425254,OK
65,15,3800,700,800,101.898339,102.122722,0.089009161,OK
65,15,3800,700,900,102.064358,102.376954,0.090352491,OK
65,15,3800,700,1000,102.229524,102.629323,0.09172288,OK
65,15,3800,700,1100,102.393849,102.879858,0.093120856,OK
65,15,3800,700,1200,102.557347,103.128587,0.094546943,OK
65,15,3800,700,1300,102.720031,103.375541,0.096001678,OK
65,15,3800,800,900,102.152946,102.376955,0.092413823,OK
65,15,3800,800,1000,102.317915,102.629323,0.093819531,OK
65,15,3800,800,1100,102.482045,102.879857,0.095253372,OK
65,15,3800,800,1200,102.645349,103.128587,0.096715895,OK
65,15,3800,800,1300,102.807839,103.375541,0.098207648,OK
65,15,3800,800,1400,102.969528,103.620747,0.099729189,OK
65,15,3800,900,1000,102.405714,102.629324,0.095962423,OK
65,15,3800,900,1100,102.56965,102.879857,0.097432573,OK
65,15,3800,900,1200,102.732762,103.128587,0.098931966,OK
65,15,3800,900,1300,102.895061,103.375541,0.100461174,OK
65,15,3800,900,1400,103.056559,103.620747,0.102020767,OK
65,15,3800,900,1500,103.21727,103.864232,0.10361133,OK
65,15,3800,1000,1100,102.656676,102.879858,0.099658293,OK
65,15,3800,1000,1200,102.819597,103.128587,0.101194993,OK
65,15,3800,1000,1300,102.981706,103.375541,0.102762085,OK
65,15,3800,1000,1400,103.143016,103.620747,0.104360163,OK
65,15,3800,1000,1500,103.303539,103.864232,0.105989823,OK
65,15,3800,1000,1600,103.463287,104.106024,0.107651675,OK
65,15,3800,1100,1200,102.905865,103.128588,0.103504785,OK
65,15,3800,1100,1300,103.067786,103.375541,0.105110194,OK
65,15,3800,1100,1400,103.228909,103.620747,0.106747181,OK
65,15,3800,1100,1500,103.389246,103.864232,0.108416369,OK
65,15,3800,1100,1600,103.548809,104.106024,0.11011838,OK
65,15,3800,1100,1700,103.70761,104.346148,0.111853849,OK
65,15,3800,1200,1300,103.153312,103.375542,0.107505289,OK
65,15,3800,1200,1400,103.314249,103.620746,0.109181618,OK
65,15,3800,1200,1500,103.474402,103.864232,0.110890758,OK
65,15,3800,1200,1600,103.633782,104.106024,0.112633357,OK
65,15,3800,1200,1700,103.7924,104.346148,0.114410064,OK
65,15,3800,1200,1800,103.950268,104.58463,0.116221542,OK
65,15,3800,1300,1400,103.399047,103.620747,0.111663247,OK
65,15,3800,1300,1500,103.559017,103.864232,0.113412771,OK
65,15,3800,1300,1600,103.718215,104.106023,0.115196384,OK
65,15,3800,1300,1700,103.876653,104.346148,0.117014761,OK
65,15,3800,1300,1800,104.034341,104.584629,0.11886858,OK
65,15,3800,1300,1900,104.191291,104.821494,0.120758533,OK
65,15,3800,1400,1500,103.643101,103.864233,0.115982177,OK
65,15,3800,1400,1600,103.802118,104.106023,0.117807239,OK
65,15,3800,1400,1700,103.960377,104.346147,0.119667715,OK
65,15,3800,1400,1800,104.117887,104.584629,0.12156431,OK
65,15,3800,1400,1900,104.27466,104.821494,0.123497732,OK
65,15,3800,1400,2000,104.430706,105.056765,0.125468704,OK
65,15,4000,400,500,101.131953,101.348524,0.065687436,OK
65,15,4000,400,600,101.301031,101.608537,0.066569875,OK
65,15,4000,400,700,101.469198,101.866593,0.06747081,OK
65,15,4000,400,800,101.636466,102.122722,0.068390312,OK
65,15,4000,400,900,101.802849,102.376956,0.069328722,OK
65,15,4000,400,1000,101.968361,102.629325,0.070286389,OK
65,15,4000,500,600,101.392223,101.608538,0.067985487,OK
65,15,4000,500,700,101.560188,101.866593,0.068912086,OK
65,15,4000,500,800,101.727255,102.122722,0.069857679,OK
65,15,4000,500,900,101.893438,102.376956,0.070822625,OK
65,15,4000,500,1000,102.058751,102.629324,0.071807279,OK
65,15,4000,500,1100,102.223208,102.879859,0.072812004,OK
65,15,4000,600,700,101.65054,101.866594,0.070392898,OK
65,15,4000,600,800,101.817407,102.122722,0.071365086,OK
65,15,4000,600,900,101.983393,102.376955,0.072357064,OK
65,15,4000,600,1000,102.148509,102.629324,0.073369204,OK
65,15,4000,600,1100,102.312769,102.879859,0.074401877,OK
65,15,4000,600,1200,102.476187,103.128589,0.075455461,OK
65,15,4000,700,800,101.906936,102.122723,0.072912778,OK
65,15,4000,700,900,102.072724,102.376955,0.073932283,OK
65,15,4000,700,1000,102.237645,102.629324,0.074972396,OK
65,15,4000,700,1100,102.401711,102.879859,0.076033505,OK
65,15,4000,700,1200,102.564936,103.128589,0.077115996,OK
65,15,4000,700,1300,102.727332,103.375543,0.078220264,OK
65,15,4000,800,900,102.161445,102.376957,0.075548479,OK
65,15,4000,800,1000,102.326171,102.629324,0.07661705,OK
65,15,4000,800,1100,102.490045,102.879859,0.077707072,OK
65,15,4000,800,1200,102.653078,103.128589,0.078818949,OK
65,15,4000,800,1300,102.815284,103.375543,0.079953083,OK
65,15,4000,800,1400,102.976675,103.620749,0.081109885,OK
65,15,4000,900,1000,102.4141,102.629325,0.078303316,OK
65,15,4000,900,1100,102.577783,102.879859,0.079422726,OK
65,15,4000,900,1200,102.740626,103.128589,0.080564456,OK
65,15,4000,900,1300,102.902643,103.375542,0.081728925,OK
65,15,4000,900,1400,103.063846,103.620748,0.082916551,OK
65,15,4000,900,1500,103.224247,103.864234,0.084127762,OK
65,15,4000,1000,1100,102.664935,102.87986,0.081180571,OK
65,15,4000,1000,1200,102.82759,103.128588,0.082352618,OK
65,15,4000,1000,1300,102.98942,103.375542,0.083547878,OK
65,15,4000,1000,1400,103.150436,103.620748,0.084766788,OK
65,15,4000,1000,1500,103.310652,103.864234,0.086009784,OK
65,15,4000,1000,1600,103.470079,104.106026,0.08727731,OK
65,15,4000,1100,1200,102.913982,103.12859,0.084183494,OK
65,15,4000,1100,1300,103.075625,103.375542,0.085410001,OK
65,15,4000,1100,1400,103.236457,103.620748,0.086660641,OK
65,15,4000,1100,1500,103.396489,103.864234,0.08793587,OK
65,15,4000,1100,1600,103.555733,104.106025,0.089236141,OK
65,15,4000,1100,1700,103.714202,104.34615,0.090561916,OK
65,15,4000,1200,1300,103.16127,103.375543,0.087315311,OK
65,15,4000,1200,1400,103.321918,103.620748,0.088598128,OK
65,15,4000,1200,1500,103.481769,103.864234,0.089906028,OK
65,15,4000,1200,1600,103.640832,104.106025,0.091239484,OK
65,15,4000,1200,1700,103.799119,104.346149,0.092598968,OK
65,15,4000,1200,1800,103.956644,104.584631,0.093984961,OK
65,15,4000,1300,1400,103.406831,103.620749,0.090579228,OK
65,15,4000,1300,1500,103.5665,103.864233,0.091920237,OK
65,15,4000,1300,1600,103.725384,104.106025,0.093287307,OK
65,15,4000,1300,1700,103.883493,104.346149,0.094680932,OK
65,15,4000,1300,1800,104.040839,104.584631,0.096101601,OK
65,15,4000,1300,1900,104.197434,104.821496,0.097549817,OK
65,15,4000,1400,1500,103.650695,103.864234,0.093978442,OK
65,15,4000,1400,1600,103.8094,104.106025,0.095379558,OK
65,15,4000,1400,1700,103.967333,104.346149,0.096807745,OK
65,15,4000,1400,1800,104.124503,104.584631,0.098263517,OK
65,15,4000,1400,1900,104.280922,104.821496,0.099747384,OK
65,15,4000,1400,2000,104.436601,105.056767,0.101259868,OK
65,15,4200,400,500,101.139999,101.348525,0.05517347,OK
65,15,4200,400,600,101.308942,101.608538,0.055843771,OK
65,15,4200,400,700,101.476962,101.866594,0.05652801,OK
65,15,4200,400,800,101.64407,102.122723,0.057226331,OK
65,15,4200,400,900,101.81028,102.376957,0.057938986,OK
65,15,4200,400,1000,101.975607,102.629325,0.058666234,OK
65,15,4200,500,600,101.400262,101.608539,0.056933938,OK
65,15,4200,500,700,101.568082,101.866594,0.057638009,OK
65,15,4200,500,800,101.734993,102.122723,0.058356511,OK
65,15,4200,500,900,101.901006,102.376956,0.059089712,OK
65,15,4200,500,1000,102.066138,102.629325,0.059837875,OK
65,15,4200,500,1100,102.2304,102.87986,0.060601271,OK
65,15,4200,600,700,101.658563,101.866595,0.058780897,OK
65,15,4200,600,800,101.825276,102.122723,0.059520074,OK
65,15,4200,600,900,101.991095,102.376956,0.060274308,OK
65,15,4200,600,1000,102.156032,102.629325,0.06104388,OK
65,15,4200,600,1100,102.320101,102.87986,0.061829064,OK
65,15,4200,600,1200,102.483316,103.12859,0.062630144,OK
65,15,4200,700,800,101.914933,102.122724,0.060717466,OK
65,15,4200,700,900,102.080558,102.376956,0.061493228,OK
65,15,4200,700,1000,102.245303,102.629325,0.062284695,OK
65,15,4200,700,1100,102.409181,102.87986,0.063092161,OK
65,15,4200,700,1200,102.572205,103.12859,0.063915912,OK
65,15,4200,700,1300,102.734388,103.375544,0.064756243,OK
65,15,4200,800,900,102.169407,102.376958,0.062746889,OK
65,15,4200,800,1000,102.333961,102.629325,0.063560745,OK
65,15,4200,800,1100,102.497649,102.87986,0.064390978,OK
65,15,4200,800,1200,102.660484,103.12859,0.06523789,OK
65,15,4200,800,1300,102.82248,103.375544,0.066101783,OK
65,15,4200,800,1400,102.983648,103.62075,0.066982963,OK
65,15,4200,900,1000,102.422017,102.629326,0.064872415,OK
65,15,4200,900,1100,102.585516,102.87986,0.065725903,OK
65,15,4200,900,1200,102.748164,103.12859,0.06659646,OK
65,15,4200,900,1300,102.909974,103.375544,0.067484401,OK
65,15,4200,900,1400,103.070957,103.62075,0.06839004,OK
65,15,4200,900,1500,103.231127,103.864235,0.069313695,OK
65,15,4200,1000,1100,102.672795,102.879861,0.067097289,OK
65,15,4200,1000,1200,102.835257,103.12859,0.067991975,OK
65,15,4200,1000,1300,102.996882,103.375543,0.068904442,OK
65,15,4200,1000,1400,103.157681,103.62075,0.069835021,OK
65,15,4200,1000,1500,103.317668,103.864235,0.070784036,OK
65,15,4200,1000,1600,103.476854,104.106027,0.07175182,OK
65,15,4200,1100,1200,102.921773,103.128591,0.06942475,OK
65,15,4200,1100,1300,103.083213,103.375543,0.070362223,OK
65,15,4200,1100,1400,103.243831,103.620749,0.071318214,OK
65,15,4200,1100,1500,103.403636,103.864235,0.072293063,OK
65,15,4200,1100,1600,103.562642,104.106027,0.073287112,OK
65,15,4200,1100,1700,103.72086,104.346151,0.074300705,OK
65,15,4200,1200,1300,103.16898,103.375544,0.071858019,OK
65,15,4200,1200,1400,103.329416,103.620749,0.072839895,OK
65,15,4200,1200,1500,103.489042,103.864235,0.073841046,OK
65,15,4200,1200,1600,103.647869,104.106027,0.074861827,OK
65,15,4200,1200,1700,103.805908,104.346151,0.07590259,OK
65,15,4200,1200,1800,103.963172,104.584633,0.076963698,OK
65,15,4200,1300,1400,103.414448,103.62075,0.074400302,OK
65,15,4200,1300,1500,103.573895,103.864235,0.07542822,OK
65,15,4200,1300,1600,103.732544,104.106026,0.076476192,OK
65,15,4200,1300,1700,103.890408,104.346151,0.077544588,OK
65,15,4200,1300,1800,104.047496,104.584632,0.078633775,OK
65,15,4200,1300,1900,104.203821,104.821497,0.079744128,OK
65,15,4200,1400,1500,103.658206,103.864236,0.077054783,OK
65,15,4200,1400,1600,103.816679,104.106026,0.078130405,OK
65,15,4200,1400,1700,103.974367,104.34615,0.079226885,OK
65,15,4200,1400,1800,104.131281,104.584632,0.080344605,OK
65,15,4200,1400,1900,104.287433,104.821497,0.081483949,OK
65,15,4200,1400,2000,104.442833,105.056769,0.082645305,OK
65,15,4400,400,500,101.147261,101.348525,0.047204961,OK
65,15,4400,400,600,101.316119,101.608538,0.047718991,OK
65,15,4400,400,700,101.484041,101.866595,0.048243694,OK
65,15,4400,400,800,101.65104,102.122724,0.048779127,OK
65,15,4400,400,900,101.817129,102.376957,0.049325477,OK
65,15,4400,400,1000,101.982324,102.629326,0.04988293,OK
65,15,4400,500,600,101.407544,101.60854,0.048558691,OK
65,15,4400,500,700,101.57527,101.866595,0.049098414,OK
65,15,4400,500,800,101.742074,102.122724,0.049649141,OK
65,15,4400,500,900,101.90797,102.376957,0.05021107,OK
65,15,4400,500,1000,102.072973,102.629326,0.050784393,OK
65,15,4400,500,1100,102.237095,102.879861,0.05136931,OK
65,15,4400,600,700,101.66586,101.866596,0.049979414,OK
65,15,4400,600,800,101.83247,102.122724,0.050545867,OK
65,15,4400,600,900,101.998174,102.376957,0.051123806,OK
65,15,4400,600,1000,102.162986,102.629326,0.051713436,OK
65,15,4400,600,1100,102.326918,102.879861,0.052314961,OK
65,15,4400,600,1200,102.489985,103.128591,0.05292859,OK
65,15,4400,700,800,101.922239,102.122725,0.051469813,OK
65,15,4400,700,900,102.087752,102.376957,0.052064202,OK
65,15,4400,700,1000,102.252374,102.629326,0.052670577,OK
65,15,4400,700,1100,102.416118,102.879861,0.053289155,OK
65,15,4400,700,1200,102.578998,103.128591,0.053920148,OK
65,15,4400,700,1300,102.741025,103.375544,0.054563777,OK
65,15,4400,800,900,102.176716,102.376958,0.053032759,OK
65,15,4400,800,1000,102.341149,102.629326,0.053656326,OK
65,15,4400,800,1100,102.504706,102.879861,0.054292402,OK
65,15,4400,800,1200,102.6674,103.12859,0.054941211,OK
65,15,4400,800,1300,102.829242,103.375544,0.055602978,OK
65,15,4400,800,1400,102.990247,103.62075,0.056277933,OK
65,15,4400,900,1000,102.429322,102.629327,0.054671174,OK
65,15,4400,900,1100,102.592692,102.879861,0.0553252,OK
65,15,4400,900,1200,102.755202,103.12859,0.055992275,OK
65,15,4400,900,1300,102.916861,103.375544,0.056672637,OK
65,15,4400,900,1400,103.077683,103.62075,0.05736652,OK
65,15,4400,900,1500,103.237681,103.864236,0.058074163,OK
65,15,4400,1000,1100,102.680088,102.879862,0.056388026,OK
65,15,4400,1000,1200,102.842414,103.12859,0.057073825,OK
65,15,4400,1000,1300,103.003891,103.375544,0.057773237,OK
65,15,4400,1000,1400,103.164532,103.62075,0.058486507,OK
65,15,4400,1000,1500,103.32435,103.864236,0.059213883,OK
65,15,4400,1000,1600,103.483357,104.106028,0.059955612,OK
65,15,4400,1100,1200,102.929047,103.128591,0.058186321,OK
65,15,4400,1100,1300,103.090343,103.375544,0.058905242,OK
65,15,4400,1100,1400,103.250805,103.62075,0.059638359,OK
65,15,4400,1100,1500,103.410444,103.864236,0.060385928,OK
65,15,4400,1100,1600,103.569273,104.106028,0.061148206,OK
65,15,4400,1100,1700,103.727303,104.346152,0.061925454,OK
65,15,4400,1200,1300,103.176227,103.375545,0.060069096,OK
65,15,4400,1200,1400,103.33651,103.62075,0.06082252,OK
65,15,4400,1200,1500,103.495972,103.864236,0.061590743,OK
65,15,4400,1200,1600,103.654625,104.106028,0.062374032,OK
65,15,4400,1200,1700,103.812479,104.346152,0.063172656,OK
65,15,4400,1200,1800,103.969548,104.584634,0.063986887,OK
65,15,4400,1300,1400,103.421659,103.620751,0.062039409,OK
65,15,4400,1300,1500,103.580944,103.864236,0.062828748,OK
65,15,4400,1300,1600,103.739422,104.106027,0.063633509,OK
65,15,4400,1300,1700,103.897103,104.346152,0.064453973,OK
65,15,4400,1300,1800,104.053998,104.584633,0.065290416,OK
65,15,4400,1300,1900,104.21012,104.821498,0.066143124,OK
65,15,4400,1400,1500,103.665371,103.864237,0.064100338,OK
65,15,4400,1400,1600,103.823674,104.106027,0.064927033,OK
65,15,4400,1400,1700,103.981183,104.346151,0.065769794,OK
65,15,4400,1400,1800,104.137906,104.584633,0.066628913,OK
65,15,4400,1400,1900,104.293857,104.821498,0.067504679,OK
65,15,4400,1400,2000,104.449046,105.05677,0.068397388,OK
65,15,4600,400,500,101.153781,101.348526,0.04110069,OK
65,15,4600,400,600,101.322593,101.608539,0.04150017,OK
65,15,4600,400,700,101.490458,101.866595,0.041907926,OK
65,15,4600,400,800,101.657389,102.122724,0.042323956,OK
65,15,4600,400,900,101.8234,102.376958,0.042748394,OK
65,15,4600,400,1000,101.988506,102.629327,0.043181377,OK
65,15,4600,500,600,101.414096,101.60854,0.042151417,OK
65,15,4600,500,700,101.581767,101.866595,0.042570449,OK
65,15,4600,500,800,101.748506,102.122724,0.042997962,OK
65,15,4600,500,900,101.914327,102.376958,0.043434098,OK
65,15,4600,500,1000,102.079244,102.629327,0.043878999,OK
65,15,4600,500,1100,102.24327,102.879861,0.044332808,OK
65,15,4600,600,700,101.67244,101.866596,0.043253495,OK
65,15,4600,600,800,101.838988,102.122724,0.043692839,OK
65,15,4600,600,900,102.00462,102.376958,0.044141023,OK
65,15,4600,600,1000,102.169348,102.629327,0.044598196,OK
65,15,4600,600,1100,102.333188,102.879861,0.045064509,OK
65,15,4600,600,1200,102.496151,103.128591,0.045540111,OK
65,15,4600,700,800,101.928845,102.122725,0.044409055,OK
65,15,4600,700,900,102.094288,102.376958,0.044869646,OK
65,15,4600,700,1000,102.25883,102.629326,0.045339453,OK
65,15,4600,700,1100,102.422484,102.879861,0.045818634,OK
65,15,4600,700,1200,102.585263,103.128591,0.046307346,OK
65,15,4600,700,1300,102.74718,103.375545,0.046805748,OK
65,15,4600,800,900,102.183343,102.376959,0.045620442,OK
65,15,4600,800,1000,102.347699,102.629326,0.046103253,OK
65,15,4600,800,1100,102.511169,102.879861,0.046595674,OK
65,15,4600,800,1200,102.673765,103.128591,0.047097872,OK
65,15,4600,800,1300,102.8355,103.375545,0.04761001,OK
65,15,4600,800,1400,102.996388,103.620751,0.048132258,OK
65,15,4600,900,1000,102.435967,102.629328,0.046890074,OK
65,15,4600,900,1100,102.599254,102.879861,0.047396117,OK
65,15,4600,900,1200,102.761668,103.128591,0.047912182,OK
65,15,4600,900,1300,102.923223,103.375545,0.048438443,OK
65,15,4600,900,1400,103.083931,103.620751,0.048975075,OK
65,15,4600,900,1500,103.243805,103.864237,0.049522254,OK
65,15,4600,1000,1100,102.686748,102.879862,0.048220443,OK
65,15,4600,1000,1200,102.848982,103.128591,0.048750766,OK
65,15,4600,1000,1300,103.010357,103.375545,0.049291542,OK
65,15,4600,1000,1400,103.170887,103.620751,0.049842955,OK
65,15,4600,1000,1500,103.330583,103.864237,0.050405185,OK
65,15,4600,1000,1600,103.489459,104.106028,0.05097842,OK
65,15,4600,1100,1200,102.935716,103.128592,0.049614107,OK
65,15,4600,1100,1300,103.096913,103.375545,0.050169797,OK
65,15,4600,1100,1400,103.257266,103.620751,0.050736391,OK
65,15,4600,1100,1500,103.416786,103.864236,0.051314078,OK
65,15,4600,1100,1600,103.575487,104.106028,0.051903051,OK
65,15,4600,1100,1700,103.733379,104.346152,0.052503504,OK
65,15,4600,1200,1300,103.182901,103.375546,0.051073688,OK
65,15,4600,1200,1400,103.343078,103.620751,0.051655871,OK
65,15,4600,1200,1500,103.502423,103.864236,0.052249423,OK
65,15,4600,1200,1600,103.66095,104.106028,0.052854548,OK
65,15,4600,1200,1700,103.81867,104.346152,0.053471444,OK
65,15,4600,1200,1800,103.975594,104.584634,0.054100317,OK
65,15,4600,1300,1400,103.428332,103.620752,0.052601871,OK
65,15,4600,1300,1500,103.587504,103.864236,0.053211704,OK
65,15,4600,1300,1600,103.745858,104.106028,0.053833396,OK
65,15,4600,1300,1700,103.903406,104.346152,0.054467156,OK
65,15,4600,1300,1800,104.060159,104.584634,0.055113194,OK
65,15,4600,1300,1900,104.21613,104.821499,0.055771723,OK
65,15,4600,1400,1500,103.672038,103.864237,0.054201391,OK
65,15,4600,1400,1600,103.83022,104.106028,0.054840072,OK
65,15,4600,1400,1700,103.987597,104.346152,0.055491118,OK
65,15,4600,1400,1800,104.144181,104.584634,0.056154747,OK
65,15,4600,1400,1900,104.299983,104.821499,0.056831181,OK
65,15,4600,1400,2000,104.455014,105.05677,0.05752064,OK
65,15,4800,400,500,101.159634,101.348526,0.036354191,OK
65,15,4800,400,600,101.328431,101.608539,0.036669365,OK
65,15,4800,400,700,101.496273,101.866595,0.036991039,OK
65,15,4800,400,800,101.663171,102.122724,0.037319211,OK
65,15,4800,400,900,101.82914,102.376958,0.037653975,OK
65,15,4800,400,1000,101.994193,102.629327,0.037995431,OK
65,15,4800,500,600,101.419982,101.60854,0.037180148,OK
65,15,4800,500,700,101.587632,101.866595,0.037510305,OK
65,15,4800,500,800,101.754341,102.122724,0.037847112,OK
65,15,4800,500,900,101.920122,102.376958,0.03819067,OK
65,15,4800,500,1000,102.084988,102.629327,0.038541082,OK
65,15,4800,500,1100,102.248955,102.879862,0.038898451,OK
65,15,4800,600,700,101.678358,101.866597,0.038045483,OK
65,15,4800,600,800,101.844878,102.122724,0.038391192,OK
65,15,4800,600,900,102.010473,102.376958,0.038743814,OK
65,15,4800,600,1000,102.175154,102.629327,0.039103456,OK
65,15,4800,600,1100,102.338936,102.879862,0.039470225,OK
65,15,4800,600,1200,102.501834,103.128592,0.039844233,OK
65,15,4800,700,800,101.934794,102.122726,0.038951837,OK
65,15,4800,700,900,102.100202,102.376958,0.0393138,OK
65,15,4800,700,1000,102.2647,102.629327,0.039682952,OK
65,15,4800,700,1100,102.4283,102.879862,0.040059407,OK
65,15,4800,700,1200,102.591015,103.128592,0.040443279,OK
65,15,4800,700,1300,102.75286,103.375545,0.040834685,OK
65,15,4800,800,900,102.189322,102.376959,0.039901026,OK
65,15,4800,800,1000,102.353636,102.629327,0.040279978,OK
65,15,4800,800,1100,102.517055,102.879862,0.04066641,OK
65,15,4800,800,1200,102.67959,103.128591,0.041060442,OK
65,15,4800,800,1300,102.841255,103.375545,0.041462196,OK
65,15,4800,800,1400,103.002064,103.620752,0.041871794,OK
65,15,4800,900,1000,102.441974,102.629328,0.040894941,OK
65,15,4800,900,1100,102.605211,102.879862,0.04129165,OK
65,15,4800,900,1200,102.767567,103.128591,0.041696145,OK
65,15,4800,900,1300,102.929055,103.375545,0.042108555,OK
65,15,4800,900,1400,103.089686,103.620751,0.042529005,OK
65,15,4800,900,1500,103.249474,103.864237,0.042957625,OK
65,15,4800,1000,1100,102.692781,102.879863,0.041935545,OK
65,15,4800,1000,1200,102.854958,103.128591,0.042350815,OK
65,15,4800,1000,1300,103.016269,103.375545,0.042774193,OK
65,15,4800,1000,1400,103.176724,103.620751,0.043205813,OK
65,15,4800,1000,1500,103.336338,103.864237,0.04364581,OK
